id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
333668,IT-0549,small_airport,"Campo di Volo Meda",45.676374,8.486462,,EU,Italy,IT,Piedmont,IT-21,21,,0,,,,,,,50,2020-03-23T13:50:46+00:00
315460,IT-0083,small_airport,"La Tomasina",45.3283659,8.7974125,,EU,Italy,IT,Lombardy,IT-25,25,,0,,,,,,,50,2015-09-18T11:42:25+00:00
331745,IT-0542,small_airport,"Casa Bianca",45.466596,10.347943,,EU,Italy,IT,Lombardy,IT-25,25,,0,,,,http://www.ristorantecasabianca.it/pista_aereomodellismo.php,,,50,2019-07-27T06:36:36+00:00
319670,IT-0339,small_airport,"Campo di Volo ""Gli Aironi""",44.462771,11.789613,22,EU,Italy,IT,Emilia-Romagna,IT-45,45,,0,,,RA07,,,"Gli Aironi",50,2016-07-27T01:29:17+00:00
328916,IT-0534,small_airport,Rivaltella,44.642004,10.591759,,EU,Italy,IT,Emilia-Romagna,IT-45,45,,0,,,,,,,50,2018-08-02T12:34:53+00:00
320278,IT-0435,small_airport,"Aviosuperficie di Fucecchio",43.7514431,10.8073791,,EU,Italy,IT,Tuscany,IT-52,52,,0,,,,,,,50,2016-09-14T02:55:56+00:00
331746,IT-0543,small_airport,"Aviosuperficie Rotocenter",43.7152961,10.7439971,,EU,Italy,IT,Tuscany,IT-52,52,,0,,,,,,,50,2019-07-27T06:47:07+00:00
346261,IT-0681,small_airport,"Aviosuperfice Tronto",42.89005,13.87096,,EU,Italy,IT,Marche,IT-57,57,,0,,,,,,,50,2021-07-07T05:27:15+00:00
346363,IT-0683,small_airport,"CdV Serra de' Conti",43.55993,13.01976,,EU,Italy,IT,Marche,IT-57,57,,0,,,,,,,50,2021-07-10T15:20:15+00:00
315771,IT-0092,small_airport,"Centro Volo Campania",40.9515272,14.41188,,EU,Italy,IT,Campania,IT-72,72,,0,,,,,,,50,2015-10-13T13:31:31+00:00
346292,IT-0682,small_airport,"CdV Baia e Latina",41.29702,14.27219,,EU,Italy,IT,Campania,IT-72,72,,0,,,,,,,50,2021-07-09T01:48:17+00:00
315903,IT-0117,small_airport,"Aviosuperficie ""Il Nido delle Acquile""",40.93769,16.497,,EU,Italy,IT,Apulia,IT-75,75,,0,,,BAALT,,,,50,2016-11-29T01:35:34+00:00
508547,IT-0712,small_airport,"Campo di Volo Priolo",37.07992,14.38008,,EU,Italy,IT,Sicily,IT-82,82,,0,,,,,,,50,2023-05-12T09:42:15+00:00
315882,IT-0111,small_airport,"Aviosuperficie dei Navigli",45.414722,8.895,374,EU,Italy,IT,Lombardy,IT-25,25,Abbiategrasso,0,,,MIABB,,,,50,2017-05-21T07:06:30+00:00
316753,IT-0155,small_airport,"Campo di Volo Acquasparta",42.6841667,12.5527778,,EU,Italy,IT,Umbria,IT-55,55,Acquasparta,0,,,,,,,50,2016-01-20T11:46:19+00:00
319399,IT-0271,small_airport,"Campo di Volo Agnedo",46.0447222,11.5419444,,EU,Italy,IT,"Trentino-Alto Adige",IT-32,32,Agnedo,0,,,,,,,50,2016-07-09T06:45:55+00:00
318911,IT-0241,small_airport,"Aviosuperficie Agrigento",37.247222,13.654722,167,EU,Italy,IT,Sicily,IT-82,82,Agrigento,0,,,AGFAV,http://www.avioclubagrigento.it,,"Valle dei Templi",50,2016-11-02T01:35:54+00:00
298723,IT-0019,small_airport,"Campo di Volo Cugno",37.432392118,14.6152496338,400,EU,Italy,IT,Sicily,IT-82,82,Aidone,0,,,,http://www.quiaidone.it/aquiledeglierei/,,,50,2011-06-22T05:38:45+00:00
319511,IT-0309,small_airport,"Aviosuperficie ""Avioclub Alanno""",42.31458,14.000913,383,EU,Italy,IT,Abruzzi,IT-65,65,"Alanno (PE)",0,,,PE04,,,"La porta delle Aquile,Avioclub Alanno",50,2016-07-16T08:09:59+00:00
506433,IT-0710,small_airport,"Cascina Rosio",45.417908,8.964061,384,EU,Italy,IT,Lombardy,IT-25,25,Albairate,0,,,MI13,,,,50,2023-02-06T11:03:41+00:00
316203,IT-0147,small_airport,"Campo di Volo Borgotaro Albareto",44.464558,9.715806,1450,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Albareto (PR)",0,,,PRALB,,,"Mauro Guerra,Borgotaro",50,2017-06-18T02:05:39+00:00
319398,IT-0270,small_airport,"Campo di Volo ""Al Canale""",40.8125,17.233056,1100,EU,Italy,IT,Apulia,IT-75,75,Alberobello,0,,,BAALB,,,,50,2022-12-16T03:23:35+00:00
316997,IT-0169,small_airport,"Campo di Volo ""Flying Tigers""",45.441708,7.935971,751,EU,Italy,IT,Piedmont,IT-21,21,"Albiano d'Ivrea",0,,,TOALB,,,Ivrea,50,2017-07-02T14:45:08+00:00
315877,IT-0106,small_airport,"Campo di Volo ""Ali Filanti""",44.582222,11.923056,20,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Alfonsine (FE)",0,,,FE11,,,"Filo, Alifilanti",50,2016-07-31T06:11:06+00:00
319593,IT-0320,small_airport,"Campo di Volo AliMatese",41.323638,14.363949,370,EU,Italy,IT,Campania,IT-72,72,"Alife (CE)",0,,,CEALI,,,,50,2017-01-07T03:45:26+00:00
321599,IT-0515,small_airport,"Campo di Volo Altavillafly",40.5458333,15.1019444,207,EU,Italy,IT,Campania,IT-72,72,"Altavilla Silentina (SA)",0,,,SAAVS,,,,50,2016-12-23T01:57:44+00:00
319842,IT-0368,small_airport,"Aviosuperficie ""Amici del Volo""",41.676997,13.74285,1217,EU,Italy,IT,Lazio,IT-62,62,"Alvito (FR)",0,,,FR09,,,"Amici del Volo",50,2016-08-12T08:53:47+00:00
321191,IT-0499,small_airport,"Pietralata Flying Field",39.970654,18.381006,300,EU,Italy,IT,Apulia,IT-75,75,"Andrano (LE)",0,,,LEAND,,,"Campo di Volo Pietralata",50,2021-01-28T14:15:22+00:00
319114,IT-0247,small_airport,"Aviosuperficie ""Ali sul Castello""",41.061667,16.282222,984,EU,Italy,IT,Apulia,IT-75,75,"Andria (BA)",0,,,BAAND,,,,50,2016-11-29T01:32:26+00:00
320298,IT-0437,small_airport,"Aviosuperficie Santo Stefano",42.072262,12.2628,725,EU,Italy,IT,Lazio,IT-62,62,"Anguillara Sabazia (RM)",0,,,RMANG,http://www.touchandgo.it,,"Santo Stefano",50,2017-06-24T23:29:12+00:00
326882,IT-0531,small_airport,"Campo volo Apricena Fly ULM",41.79806,15.419932,443,EU,Italy,IT,Apulia,IT-75,75,Apricena,0,,,FGAPR,,,,50,2018-03-31T02:51:53+00:00
321092,IT-0493,small_airport,"Aviosuperficie Fly Center",41.5472222,12.6708333,,EU,Italy,IT,Lazio,IT-62,62,"Aprilia (LT)",0,,,LTAPR,,,,50,2016-11-09T01:17:48+00:00
316199,IT-0145,closed,"Il Fantasma Arcole Airfield",45.36,11.294444,56,EU,Italy,IT,Veneto,IT-34,34,Arcole,0,,,,,,"Campo di Volo Il Fantasma Arcole",50,2022-08-29T14:59:15+00:00
319752,IT-0357,small_airport,"Campo di Volo ""Air Ardara""",40.625979,8.868129,734,EU,Italy,IT,Sardinia,IT-88,88,"Ardara (SS)",0,,,SSARD,http://www.flyardara.netsons.org,,,50,2017-06-29T22:29:15+00:00
317625,IT-0198,small_airport,"Aviosuperficie ""Reno Air Club""",44.61269,11.32424,125,EU,Italy,IT,Emilia-Romagna,IT-45,45,Argelato,0,,,BOARG,http://www.renoairclub.it,,"Reno Air Club",50,2016-12-04T02:40:46+00:00
324737,IT-0527,small_airport,"Corte Bariani",45.033228,11.724291,,EU,Italy,IT,Veneto,IT-34,34,"Arquà Polesine (RO)",0,,,ROAPO,,,,50,2017-08-16T11:09:16+00:00
317910,IT-0225,small_airport,"Aviosuperficie Artena",41.673056,12.845556,649,EU,Italy,IT,Lazio,IT-62,62,"Artena (RM)",0,,,RMART,,,,50,2016-11-03T03:31:06+00:00
321573,IT-0514,small_airport,"Campo di Volo di Vallecamonica",45.855901,10.147571,673,EU,Italy,IT,Lombardy,IT-25,25,"Artogne (BS)",0,,,BSART,,,,50,2016-12-20T06:00:07+00:00
316926,IT-0160,small_airport,"Campo di Volo Castel Caladan",45.461305,9.576677,46,EU,Italy,IT,Lombardy,IT-25,25,"Arzago d'Adda (BG)",0,,,BGARZ,,,"Castel Caladan",50,2016-11-29T01:27:17+00:00
319954,IT-0374,small_airport,"Campo di Volo ""Asolo Flight""",45.758333,11.896111,252,EU,Italy,IT,Veneto,IT-34,34,"Asolo (TV)",0,,,TVASO,,,"Asolo Flight",50,2017-07-08T04:36:05+00:00
317854,IT-0220,small_airport,"Aviosuperficie Avola-Gallina",36.945287,15.170774,114,EU,Italy,IT,Sicily,IT-82,82,"Avola (SR)",0,,,SRAVO,,,Galina,50,2017-06-30T06:08:09+00:00
320830,IT-0478,small_airport,"Campo di Volo Azzanello",45.2938889,9.9205556,159,EU,Italy,IT,Lombardy,IT-25,25,"Azzanello (CR)",0,,,CRAZZ,,,Sanel,50,2016-10-16T08:11:51+00:00
316924,IT-0159,small_airport,"Campo di Volo Ondalba",44.776117,7.879334,1017,EU,Italy,IT,Piedmont,IT-21,21,"Baldissero D'Alba (CN)",0,,,CNBAL,,,Ondalba,50,2017-01-19T12:38:55+00:00
345227,IT-0679,small_airport,"Barbarano Mossano Private Airstrip",45.398029,11.549892,-1,EU,Italy,IT,Veneto,IT-34,34,"Barbarano Vicentino",0,,,,,,"Pista privata di Barbarano Mossano",50,2022-08-29T14:58:35+00:00
316162,IT-0144,small_airport,"Aviosuperfice ""Alla Colombara""",45.755,11.694167,328,EU,Italy,IT,Veneto,IT-34,34,"Bassano del Grappa (VI)",0,,,VIBAS,,,,50,2017-07-23T00:10:59+00:00
319489,IT-0297,small_airport,"Campo di Volo ""Ali della Libertà""",44.516167,11.100083,,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Bazzano (BO)",0,,,BOBAZ,,,,50,2016-12-02T06:08:32+00:00
308699,IT-0063,small_airport,"Campo di Volo Country Fly",44.503056,7.821667,1350,EU,Italy,IT,Piedmont,IT-21,21,"Bene Vagienna (CN)",0,,,CN06,,,"Avio Langhe,Country Fly",50,2016-07-30T05:46:13+00:00
316750,IT-0152,small_airport,"Aviosuperficie Olivola",41.17751,14.74734,,EU,Italy,IT,Campania,IT-72,72,"Benevento (BN)",0,LIRO,,BNBEN,http://www.aeroclubbenevento.it,,"Gen. Nicola COLLARILE",50,2023-04-15T04:56:16+00:00
320104,IT-0402,small_airport,"Campo di Volo ""Al Ranch""",45.9235,13.033567,,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Bertiolo (UD)",0,,,UDBER,,,,50,2017-07-08T07:27:31+00:00
321109,IT-0495,small_airport,"Campo di Volo privato Bigarello",45.170815,10.929061,70,EU,Italy,IT,Lombardy,IT-25,25,"Bigarello (MN)",0,,,MNBIG,,,,50,2016-11-10T10:12:57+00:00
298750,IT-0028,small_airport,"Aviosuperficie Cosenza",39.527877694699995,16.2298965454,180,EU,Italy,IT,Calabria,IT-78,78,Bisignano,0,,,,http://www.aviosuperficiecosenza.it/,,,50,2011-06-22T11:16:47+00:00
333833,IT-0550,heliport,"Helibase Pelikan 1",46.497639,11.30527,,EU,Italy,IT,"Trentino-Alto Adige",IT-32,32,"Bolzano / Bozen",0,,,,,,,50,2022-10-13T16:25:25+00:00
319517,IT-0311,small_airport,"Campo di Volo Bonsciano",43.355854,12.193534,882,EU,Italy,IT,Umbria,IT-55,55,"Bonsciano (PG)",0,,,PGBON,,,,50,2017-06-16T06:05:34+00:00
320318,IT-0438,small_airport,"Campo di Volo AliLafer",45.033682,9.791865,147,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Borghetto (PC)",0,,,PCBOR,,,"AliLafer,Ali Lafer",50,2017-06-10T08:21:14+00:00
315867,IT-0098,small_airport,"Aviosuperficie Condor",41.415,12.979444,56,EU,Italy,IT,Lazio,IT-62,62,"Borgo San Michele (LT)",0,,,LTLAT,,,,50,2017-05-09T15:47:22+00:00
308690,IT-0054,small_airport,"Aviosuperficie Il Picchio",45.708667,8.595667,699,EU,Italy,IT,Piedmont,IT-21,21,"Borgo Ticino (NO)",0,,,NOBRT,,,"Il Picchio",50,2017-06-08T09:53:59+00:00
320209,IT-0423,small_airport,"Bracciano Air Base",42.0822,12.07459,,EU,Italy,IT,Lazio,IT-62,62,Bracciano,0,,,,,,"Oscar Savini, IDRA, LIIE",50,2022-06-15T00:18:28+00:00
319656,IT-0336,small_airport,"Aviosuperficie Loelle",40.5701667,9.3173667,2598,EU,Italy,IT,Sardinia,IT-88,88,"Buddusò (SS)",0,,,SS09,,,Loelle,50,2016-07-26T05:11:23+00:00
319741,IT-0354,small_airport,"Campo di Volo La Torretta",44.99341,10.060065,118,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Busseto (PR)",0,,,PRBUS,,,"La Torretta",50,2017-06-18T02:57:43+00:00
31823,LIDC,small_airport,"Cà Negra Airport",45.08300018310547,12.149999618530273,1,EU,Italy,IT,Veneto,IT-34,34,"Cà Negra",0,LIDC,,,,,,50,2009-04-07T13:06:25+00:00
319956,IT-0375,small_airport,"Campo di Volo ""San Marco Volo""",45.771043,11.996559,,EU,Italy,IT,Veneto,IT-34,34,"Caerano San Marco (TV)",0,,,TVCAE,,,"San Marco Volo",50,2017-07-16T01:07:33+00:00
319996,IT-0385,small_airport,"Campo di Volo Rains",41.146,14.338803,97,EU,Italy,IT,Campania,IT-72,72,"Caiazzo (CE)",0,,,CECZZ,,,,50,2017-01-03T01:58:38+00:00
319839,IT-0367,small_airport,"Bosco di Mezzo Airfield",37.1523,14.59928,1305,EU,Italy,IT,Sicily,IT-82,82,"Caltagirone (CT)",0,,,CT13,,,"Bosco di Mezzo",50,2022-10-13T17:32:29+00:00
346456,IT-0686,small_airport,"Campo di Volo ""Furiana""",37.42709,14.02916,,EU,Italy,IT,Sicily,IT-82,82,Caltanissetta,0,,,CLCAL,,,,50,2021-07-16T02:35:59+00:00
316152,IT-0135,small_airport,"Campo di Volo ""La Zappaglia""",45.326667,10.378056,216,EU,Italy,IT,Lombardy,IT-25,25,"Calvisano (BS)",0,,,BSCLV,,,,50,2016-12-04T02:06:06+00:00
320629,IT-0469,small_airport,"Aviosuperficie La Celsetta",42.121667,12.360556,722,EU,Italy,IT,Lazio,IT-62,62,"Campagnano (RM)",0,,,RMCMP,http://www.scuolavolare.it/,,"La Celsetta",50,2018-06-18T10:39:37+00:00
320364,IT-0441,small_airport,"Campo di Volo Campiglia",43.019437,10.594659,16,EU,Italy,IT,Tuscany,IT-52,52,"Campiglia Marittima",0,,,LI11,,,"Campiglia,Venturina",50,2016-09-19T02:33:14+00:00
334196,IT-0551,small_airport,"Aviosuperficie Club Ibis",43.022522,10.61157,49,EU,Italy,IT,Tuscany,IT-52,52,"Campiglia Marittima (LI)",0,,,LICMA,,,,50,2020-05-24T14:36:46+00:00
316927,IT-0161,small_airport,"Volo Molise",41.45948,14.53799,1738,EU,Italy,IT,Molise,IT-67,67,"Campochiaro (CB)",0,,,CBCCH,http://www.cozy.it/AVM/AVM.html,,"Volo Molise",50,2017-01-03T02:06:13+00:00
319648,IT-0335,small_airport,"Base Aerea Molise",41.474462,14.537457,1669,EU,Italy,IT,Molise,IT-67,67,"Campochiaro (CB)",0,,,CB05,,,"Protezione Civile Molise",50,2020-09-02T11:34:46+00:00
315769,IT-0091,small_airport,"Termon Altiport",46.270833,11.025833,2231,EU,Italy,IT,"Trentino-Alto Adige",IT-32,32,"Campodenno (TN)",0,,,TNCDN,,,Campodenno,50,2017-07-02T05:30:21+00:00
319291,IT-0259,small_airport,"Campo di Volo Campogalliano",44.70355,10.85416,118,EU,Italy,IT,Emilia-Romagna,IT-45,45,Campogalliano,0,,,MOCGL,,,,50,2017-06-03T03:37:55+00:00
319444,IT-0284,small_airport,"Campo di Volo Pegaso",45.318,12.05065,,EU,Italy,IT,Veneto,IT-34,34,"Campolongo Maggiore (VE)",0,,,VECGO,,,,50,2017-07-22T02:36:14+00:00
317372,IT-0184,small_airport,"Arcora Flying Field",41.94428,15.04761,,EU,Italy,IT,Molise,IT-67,67,Campomarina,0,,,,,,"Campo di Volo Arcora",50,2021-01-28T13:17:17+00:00
320865,IT-0481,small_airport,"Campo di Volo I Quattro Cantoni",44.8030556,11.138333,,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Camposanto (MO)",0,,,MOCAM,,,,50,2016-10-20T23:54:24+00:00
319808,IT-0364,small_airport,"Aviosuperficie Aretusa Fly",37.03741,15.09536,1012,EU,Italy,IT,Sicily,IT-82,82,"Canicattini Bagni",0,,,,,,,50,2016-08-06T04:16:26+00:00
308708,IT-0072,small_airport,"Campo volo Val Triversa",44.906894,8.034096,574,EU,Italy,IT,Piedmont,IT-21,21,"Cantarana (AT)",0,,,ATCAN,http://www.ulm.it/hangar/mix/valtriversa/,,,50,2016-11-29T00:58:09+00:00
315973,IT-0121,small_airport,"Campo di Volo ""Oasi da Peppe""",40.4525,15.001389,16,EU,Italy,IT,Campania,IT-72,72,"Capaccio (SA)",0,,,SACAP,,,,50,2017-06-29T05:38:52+00:00
321193,IT-0501,small_airport,"Campo di Volo Selva Negra",42.406825,11.396192,,EU,Italy,IT,Tuscany,IT-52,52,Capalbio,0,,,GRCAP,,,,50,2016-11-15T01:57:58+00:00
320451,IT-0453,small_airport,"Aviosuperficie Roma-Nord",42.119945,12.604453,78,EU,Italy,IT,Lazio,IT-62,62,"Capena (RM)",0,,,,,,"Roma-Nord, RMCAP",50,2022-12-22T12:59:34+00:00
298721,IT-0018,small_airport,"Campo di Volo Capo d'Orlando",38.126421,14.707904,16,EU,Italy,IT,Sicily,IT-82,82,"Capo d'Orlando (ME)",0,,,MECOR,,,,50,2017-05-13T04:44:10+00:00
316151,IT-0134,small_airport,"Campo di Volo Careas",45.50668,9.66814,,EU,Italy,IT,Lombardy,IT-25,25,"Caravaggio (BG)",0,,,BGMAS,,,,50,2016-11-30T07:19:09+00:00
322576,IT-0526,small_airport,"ASD Salento Fly",40.35,18.0611111,60,EU,Italy,IT,Apulia,IT-75,75,"Carmiano (LE)",0,,,LECAR,,,,50,2017-04-01T06:35:52+00:00
298706,IT-0013,small_airport,"Aviosuperficie Minotaurus e Medusa",38.049105,14.541306,13,EU,Italy,IT,Sicily,IT-82,82,Caronia,0,,,MECAR,,http://it.wikipedia.org/wiki/Aviosuperficie_Minotaurus_e_Medusa,,50,2017-05-13T04:39:46+00:00
319141,IT-0249,small_airport,"Campo di Volo ""Willy il Coyote""",44.772222,10.833333,88,EU,Italy,IT,Emilia-Romagna,IT-45,45,Carpi,0,,,MOCRP,,,,50,2017-06-16T06:04:36+00:00
319459,IT-0290,small_airport,"Aviosuperficie ""Il Pratone""",42.093703,13.042332,1893,EU,Italy,IT,Abruzzi,IT-65,65,"Carsoli (AQ)",0,,,AQCAR,http://www.avioclubcarsoli.it/,,"Il Pratone",50,2016-11-27T01:47:50+00:00
319452,IT-0287,small_airport,"Campo di Volo ""Banana""",45.59759,12.303003,6,EU,Italy,IT,Veneto,IT-34,34,"Casale sul Sile (TV)",0,,,TVCAS,,,Banana,50,2017-07-13T11:04:23+00:00
320224,IT-0425,small_airport,"Campo di Volo Aeroteam",45.4362801,8.5770435,,EU,Italy,IT,Piedmont,IT-21,21,"Casalgiate (NO)",0,,,,http://www.aeroteam.it,,Aeroteam,50,2016-09-11T09:09:57+00:00
319854,IT-0369,small_airport,"Campo di Volo ""Ass.Sp.Volo Leggero""",45.261776,11.192901,62,EU,Italy,IT,Veneto,IT-34,34,"Casalino Isola Rizza (VR)",0,,,VRCAS,,,,50,2017-07-23T04:48:15+00:00
318093,IT-0232,small_airport,"Campo di Volo Santa Rita",42.75654,13.01628,2900,EU,Italy,IT,Umbria,IT-55,55,"Cascia (PG)",0,,,PGCAS,,,,50,2017-06-15T13:47:41+00:00
316156,IT-0138,small_airport,"Campo di Volo ""Air Folies""",45.53297,8.90103,558,EU,Italy,IT,Lombardy,IT-25,25,"Casorezzo (MI)",0,,,MICAS,,,,50,2017-05-14T02:11:54+00:00
319682,IT-0341,small_airport,"Campo di Volo Oasi",45.696556,8.826948,980,EU,Italy,IT,Lombardy,IT-25,25,"Cassano Magnago (VA)",0,,,VACMO,http://www.agri-oasi.it,,,50,2016-11-04T11:01:42+00:00
319211,IT-0254,small_airport,"Aviosuperficie Cassola",45.742222,11.807222,321,EU,Italy,IT,Veneto,IT-34,34,Cassola,0,,,VICAS,,,,50,2017-07-28T23:21:53+00:00
308701,IT-0065,small_airport,"Campo volo ""Il Laghetto""",44.777333,8.1295,450,EU,Italy,IT,Piedmont,IT-21,21,"Castagnole Lanze (AT)",0,,,ATCAL,http://www.trattorialaghetto.it/campo_volo.htm,,,50,2016-11-29T00:58:40+00:00
321110,IT-0496,small_airport,"Campo di Volo Pellizzario",45.2927778,10.4466667,140,EU,Italy,IT,Lombardy,IT-25,25,"Castel Goffredo (MN)",0,,,MNPEL,,,,50,2016-11-10T10:16:46+00:00
319975,IT-0377,small_airport,"Campo di Volo ""Club Deltasport""",44.653559,10.991591,,EU,Italy,IT,Emilia-Romagna,IT-45,45,"Castelfranco Emilia (MO)",0,,,MOGAG,,,"Club Deltasport,Gaggio di Piano",50,2017-06-03T03:34:56+00:00
321714,IT-0521,small_airport,"Campo di Volo Medole",45.339031,10.480944,230,EU,Italy,IT,Lombardy,IT-25,25,"Castelgoffredo (MN)",0,,,MNMED,,,,50,2017-01-03T00:53:55+00:00
308712,IT-0076,small_airport,"Club Volo Ultraleggeri del Canavese",45.358333,7.719722,853,EU,Italy,IT,Piedmont,IT-21,21,"Castellamonte (TO)",0,,,TOCTM,,,,50,2016-12-23T10:33:59+00:00
319186,IT-0253,small_airport,"Aviosuperficie Castellazzo",44.6833333,10.7397222,141,EU,Italy,IT,Emilia-Romagna,IT-45,45,Castellazzo,0,,,RE04,,,,50,2016-06-28T08:05:00+00:00
321496,IT-0511,small_airport,"Aviosuperficie privata ""La Ceriella""",45.220143,8.659543,,EU,Italy,IT,Lombardy,IT-25,25,"Castello d'Agogna (PV)",0,,,PVCSA,,,,50,2016-12-13T00:55:46+00:00
317003,IT-0174,small_airport,"Ali Libere",42.829833,12.683383,,EU,Italy,IT,Umbria,IT-55,55,"Castelritaldi (PG)",0,,,PGCRT,,,,50,2017-06-13T07:01:31+00:00
298691,IT-0006,small_airport,"Campo di Volo Valbelice",37.674242,12.774611,541,EU,Italy,IT,Sicily,IT-82,82,"Castelvetrano (TP)",0,,,TPCVE,,,,50,2017-07-16T01:06:04+00:00
320279,IT-0436,small_airport,"Aviosuperficie Antica Sardegna",39.270695,9.538871,206,EU,Italy,IT,Sardinia,IT-88,88,"Castiadas (CA)",0,,,CA09,,,"Antica Sardegna",50,2016-09-14T05:22:08+00:00
318148,IT-0235,small_airport,"Campo di Volo Ciannocio",43.122253,11.920488,826,EU,Italy,IT,Umbria,IT-55,55,"Castiglione del Lago (PG)",0,,,PGCDL,,,,50,2017-06-25T06:07:48+00:00
317842,IT-0217,small_airport,"Campo di Volo ""VolAvisio""",46.27888,11.44837,2820,EU,Italy,IT,"Trentino-Alto Adige",IT-32,32,Cavalese,0,,,,,,,50,2016-05-09T12:31:32+00:00
320100,IT-0400,small_airport,"Campo di Volo ""Cavaliere d'Italia""",45.156334,12.110272,1,EU,Italy,IT,Veneto,IT-34,34,"Cavarzere (VE)",0,,,VECAV,,,"Cavaliere d'Italia",50,2017-07-23T04:27:53+00:00
320158,IT-0410,small_airport,"Aviosuperficie Aero Club Valdarno S.C.U.V.",43.53084,11.473086,1131,EU,Italy,IT,Tuscany,IT-52,52,"Cavriglia (AR)",0,,,ARCVP,,,"SCUV,Valle al Pero",50,2016-11-27T02:10:21+00:00
317728,IT-0210,small_airport,"Aviosuperficie Pegaso Flying Club",41.541847,13.370451,360,EU,Italy,IT,Lazio,IT-62,62,"Ceccano (FR)",0,,,FRCEC,https://www.facebook.com/aviosuperficie.pegaso,,"Pegaso, Pegaso Flying Club",50,2017-02-05T01:59:56+00:00
319993,IT-0383,small_airport,"Campo di Volo Giovanni Zaccini",41.560349,13.34412,492,EU,Italy,IT,Lazio,IT-62,62,"Ceccano (FR)",0,,,FRCCC,,,"Giovanni Zaccini",50,2017-02-04T00:50:12+00:00
316455,LIQG,small_airport,"Aviosuperficie Cecina",43.2844444,10.5227778,,EU,Italy,IT,Tuscany,IT-52,52,Cecina,0,LIQG,,LI05,,,,50,2015-12-01T22:56:20+00:00
318285,IT-0239,small_airport,"Esperti Airfield",40.480095,17.885069,196,EU,Italy,IT,Apulia,IT-75,75,"Cellino San Marco (BR)",0,,,BRCEL,http://alimessapia.altervista.org/alimessapia/,,"AliMessapia, Esperti, Aviosuperficie Esperti",50,2021-01-28T14:17:52+00:00
320242,IT-0428,small_airport,"Campo di Volo ""La Canonica""",45.635467,12.340599,,EU,Italy,IT,Veneto,IT-34,34,"Cendon di Silea (TV)",0,,,TVCEN,,,,50,2017-07-09T02:55:36+00:00
316986,IT-0167,small_airport,"Aviosuperficie Ceresara",45.263695,10.582549,138,EU,Italy,IT,Lombardy,IT-25,25,"Ceresara (MN)",0,,,MNSMA,,,,50,2017-06-16T07:36:38+00:00
308711,IT-0075,small_airport,"Cerreto Castello",45.548056,8.161111,1000,EU,Italy,IT,Piedmont,IT-21,21,"Cerreto Castello (BI)",0,,,BICRR,,,,50,2016-11-30T07:50:08+00:00
319145,IT-0250,small_airport,"Campo di Volo ""Valerio Glorialanza""",44.376111,9.290278,49,EU,Italy,IT,Liguria,IT-42,42,Certenoli,0,,,GECER,,,Calvari,50,2017-02-04T00:37:53+00:00
320461,IT-0455,small_airport,"Campo di Volo Sangermano",41.991555,12.13791,337,EU,Italy,IT,Lazio,IT-62,62,"Cerveteri (RM)",0,,,RMCER,,,"Sangermano,ACLI",50,2017-07-02T01:19:58+00:00
320102,IT-0401,small_airport,"Campo di Volo ""Gli Acquilotti""",45.138,12.2334,1,EU,Italy,IT,Veneto,IT-34,34,"Chioggia (VE)",0,,,VECHI,,,"Gli Aquilotti",50,2017-07-27T11:18:58+00:00
315996,IT-0131,small_airport,"Aviosuperficie Club Chiusdino",43.191012,11.143076,918,EU,Italy,IT,Tuscany,IT-52,52,"Chiusdino (SI)",0,,,SICHI,,,,50,2017-07-02T12:36:49+00:00
340425,IT-0675,small_airport,"Campo di Volo Chiusi Scalo",42.972564,11.944301,,EU,Italy,IT,Tuscany,IT-52,52,"Chiusi Scalo",0,,,,,,,50,2021-01-29T05:03:15+00:00
320070,IT-0397,small_airport,"Campo di Volo Ali Friuli",46.056493,13.426248,370,EU,Italy,IT,"Friuli-Venezia Giulia",IT-36,36,"Cividale del Friuli (UD)",0,,,UDCIV,,,"Ali Friuli",50,2017-07-08T07:23:00+00:00
331691,IT-0537,small_airport,"CdV Colibri",42.3008333,12.3797222,,EU,Italy,IT,Lazio,IT-62,62,"Civita Castellana (VT)",0,,,VTCCA,,,,50,2019-07-18T01:26:08+00:00
319415,IT-0274,small_airport,"Aviosuperficie ""Villa Selva Air Park""",42.79277,13.75146,551,EU,Italy,IT,Abruzzi,IT-65,65,"Civitella del Tronto (TE)",0,,,TE09,,,,50,2016-07-10T01:40:52+00:00
